Game,Console,Until,Europe,US
RED FACTION (PS2 Classics),PS2/PS4,TBD,True,False
RED FACTION GUERRILLA RE-MARS-TERED,PS4,TBD,True,False
RED FACTION II (PS2 Classics),PS2/PS4,TBD,True,False
RED FACTION: GUERRILLA,PS3,TBD,True,False
RED JOHNSON'S CHRONICLES - ONE AGAINST ALL ,PS3,TBD,True,False
RED JOHNSON'S CHRONICLES ,PS3,TBD,True,False
RENEGADE OPS,PS3,TBD,True,False
RESIDENT EVIL CODE:VERONICA X,PS3,TBD,True,False
RESIDENT EVIL OPERATION RACCOON CITY,PS3,TBD,True,False
RESIDENT EVIL REVELATIONS,PS3,TBD,True,False
RESIDENT EVIL REVELATIONS 2,PS3,TBD,True,False
RESIDENT EVIL UMBRELLA CHRONICLES,PS3,TBD,True,False
RESIDENT EVIL: THE DARKSIDE CHRONICLES,PS3,TBD,True,False
RESISTANCE 3,PS3,TBD,True,False
RESOGUN,PS4,TBD,True,False
RETRO CITY RAMPAGE DX,PS3,TBD,True,False
RETRO/GRADE ,PS3,TBD,True,False
REUS,PS4,TBD,True,False
RICOCHET HD,PS3,TBD,True,False
RIDE,PS3,TBD,True,False
RIDE 3,PS4,TBD,True,False
RIFF: EVERYDAY SHOOTER,PS3,TBD,True,False
RISE OF THE ARGONAUTS,PS3,TBD,True,False
RISEN 3: TITAN LORDS - ENHANCED EDITION,PS4,TBD,True,False
RIVE,PS4,TBD,True,False
ROCKET LEAGUE,PS4,TBD,True,False
ROCKETBIRDS: HARDBOILED CHICKEN,PS3,TBD,True,False
ROGUE GALAXY (PS2 Classics),PS2/PS4,TBD,True,False
ROGUE STORMERS,PS4,TBD,True,False
ROMANCE OF THE THREE KINGDOMS 13,PS4,TBD,True,False
ROTASTIC ,PS3,TBD,True,False
RUNNER 2: A FLAT OUT RUN OF THE RHYTHM ALIEN,PS3,TBD,True,False
SACRED CITADEL ,PS3,TBD,True,False
SAINTS ROW 2,PS3,TBD,True,False
SAINTS ROW GAT OUT OF HELL,PS4,TBD,True,False
SAINTS ROW IV RE-ELECTED,PS4,TBD,True,False
SAM & MAX BTS: EPISODE 1 - ICE STATION SANTA,PS3,TBD,True,False
SAM & MAX BTS: EPISODE 2 - MOAI BETTER BLUES,PS3,TBD,True,False
SAM & MAX BTS: EPISODE 3 - NIGHT OF THE RAVING DEAD,PS3,TBD,True,False
SAM & MAX BTS: EPISODE 4 - CHARIOTS OF THE DOGS,PS3,TBD,True,False
SAM & MAX BTS: EPISODE 5 - WHAT'S NEW BEELZEBUB?,PS3,TBD,True,False
SAM & MAX THE DEVIL'S PLAYHOUSE - EP 1,PS3,TBD,True,False
SAM & MAX THE DEVIL'S PLAYHOUSE - EP 2,PS3,TBD,True,False
SAM & MAX THE DEVIL'S PLAYHOUSE - EP 3,PS3,TBD,True,False
SAM & MAX THE DEVIL'S PLAYHOUSE - EP 4,PS3,TBD,True,False
SAM & MAX THE DEVIL'S PLAYHOUSE - EP 5,PS3,TBD,True,False
SAMURAI WARRIORS 4,PS3,TBD,True,False
SAVAGE MOON,PS3,TBD,True,False
SEASONS AFTER FALL,PS4,TBD,True,False
SHADOW COMPLEX REMASTERED,PS4,TBD,True,False
SHADOW OF THE BEAST,PS4,TBD,True,False
SHADOW OF THE COLOSSUS CLASSICS HD ,PS3,TBD,True,False
SHADOW OF THE TOMB RAIDER,PS4,TBD,True,False
SHADWEN,PS4,TBD,True,False
SHATTER,PS3,TBD,True,False
SHERLOCK HOLMES - CRIMES AND PUNISHMENTS,PS4,TBD,True,False
SHERLOCK HOLMES: THE DEVIL'S DAUGHTER,PS4,TBD,True,False
SHINESS: THE LIGHTNING KINGDOM,PS4,TBD,True,False
SID MEIER'S CIVILIZATION REVOLUTION,PS3,TBD,True,False
SILENT HILL HD COLLECTION,PS3,TBD,True,False
SINE MORA EX,PS4,TBD,True,False
SIREN BLOOD CURSE,PS3,TBD,True,False
SKULLGIRLS ENCORE,PS3,TBD,True,False
SKY FIGHTER,PS3,TBD,True,False
SKYDIVE: PROXIMITY FLIGHT,PS3,TBD,True,False
SKYSCRAPPERS,PS4,TBD,True,False
SLIME-SAN: SUPERSLIME EDITION ,PS4,TBD,True,False
SLY COOPER: THIEVES IN TIME ,PS3,TBD,True,False
SMASH CARS,PS3,TBD,True,False
SNAKEBALL,PS3,TBD,True,False
SNIPER ELITE 3 ULTIMATE EDITION,PS4,TBD,True,False
SNIPER ELITE 4,PS4,TBD,True,False
SNIPER ELITE V2,PS3,TBD,True,False
SNIPER GHOST WARRIOR 2,PS3,TBD,True,False
SNIPER: GHOST WARRIOR,PS3,TBD,True,False
SOLDNER-X 2: FINAL PROTOTYPE,PS3,TBD,True,False
SOLDNER-X: HIMMELSSTURMER,PS3,TBD,True,False
SOMA,PS4,TBD,True,False
SONIC ADVENTURE,PS3,TBD,True,False
SONIC ADVENTURE 2,PS3,TBD,True,False
SONIC CD,PS3,TBD,True,False
SONIC GENERATIONS,PS3,TBD,True,False
SONIC THE FIGHTERS,PS3,TBD,True,False
SONIC THE HEDGEHOG 4 EPISODE II,PS3,TBD,True,False
SONIC THE HEDGEHOG 4: EPISODE 1,PS3,TBD,True,False
SONIC UNLEASHED,PS3,TBD,True,False
SOUL AXIOM,PS4,TBD,True,False
SOUND SHAPES,PS4,TBD,True,False
SPACE ACE,PS3,TBD,True,False
SPARKLE 2,PS4,TBD,True,False
SPARKLE UNLEASHED,PS4,TBD,True,False
SPEC OPS: THE LINE,PS3,TBD,True,False
SPELUNKY ,PS3,TBD,True,False
SPLIT/SECOND VELOCITY,PS3,TBD,True,False
SQUARE HEROES,PS4,TBD,True,False
STAR WARS® BOUNTY HUNTERTM (PS2 Classics),PS2/PS4,TBD,True,False
STAR WARS® JEDI STARFIGHTERTM (PS2 Classics),PS2/PS4,TBD,True,False
STAR WARS® RACER REVENGETM (PS2 Classics),PS2/PS4,TBD,True,False
STAR WARSTM: THE FORCE UNLEASHEDTM II,PS3,TBD,True,False
STAR WARSTM: THE FORCE UNLEASHEDTM: ULTIMATE SITH EDITION,PS3,TBD,True,False
STARDUST GALAXY WARRIORS: STELLAR CLIMAX,PS4,TBD,True,False
STARHAWK,PS3,TBD,True,False
STARWHAL,PS3,TBD,True,False
STEALTH INC 2: A GAME OF CLONES,PS4,TBD,True,False
STEALTH INC ULTIMATE EDITION,PS4,TBD,True,False
STEEP,PS4,TBD,True,False
STEREDENN: BINARY STARS,PS4,TBD,True,False
STICK IT TO THE MAN,PS4,TBD,True,False
STIKBOLD! A DODGEBALL ADVENTURE,PS4,TBD,True,False
STRIDER,PS4,TBD,True,False
STRIKE SUIT ZERO: DIRECTOR'S CUT,PS4,TBD,True,False
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 1,PS3,TBD,True,False
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 2,PS3,TBD,True,False
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 3,PS3,TBD,True,False
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 4,PS3,TBD,True,False
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 5,PS3,TBD,True,False
STYX: MASTER OF SHADOWS,PS4,TBD,True,False
STYX: SHARDS OF DARKNESS,PS4,TBD,True,False
SUPER EXPLODING ZOO!,PS4,TBD,True,False
SUPER HANG-ON,PS3,TBD,True,False
SUPER MEGA BASEBALL,PS4,TBD,True,False
SUPER PUZZLE FIGHTER II TURBO HD REMIX,PS3,TBD,True,False
SUPER STAR WARS,PS4,TBD,True,False
SUPER STARDUST ULTRA,PS4,TBD,True,False
SUPER TOY CARS,PS4,TBD,True,False
SURGEON SIMULATOR: ANNIVERSARY EDITION,PS4,TBD,True,False
SYBERIA,PS3,TBD,True,False
SYBERIA 2,PS3,TBD,True,False
SÉBASTIEN LOEB RALLY EVO,PS4,TBD,True,False
TACHYON PROJECT,PS4,TBD,True,False
TALES FROM SPACE: ABOUT A BLOB,PS3,TBD,True,False
TALES FROM SPACE: MUTANT BLOBS ATTACK,PS3,TBD,True,False
TALES OF ZESTIRIA,PS4,TBD,True,False
TEARAWAY UNFOLDED,PS4,TBD,True,False
TENNIS IN THE FACE,PS4,TBD,True,False
TERRARIA,PS4,TBD,True,False
TESLAGRAD,PS4,TBD,True,False
TETRAMINOS,PS4,TBD,True,False
THE AWAKENED FATE ULTIMATUM,PS3,TBD,True,False
THE BOOK OF UNWRITTEN TALES 2,PS3,TBD,True,False
THE BUG BUTCHER,PS4,TBD,True,False
THE DARKNESS II ,PS3,TBD,True,False
THE DARKNESS ,PS3,TBD,True,False
THE DWARVES,PS4,TBD,True,False
THE ELDER SCROLLS IV: OBLIVION ,PS3,TBD,True,False
THE ELDER SCROLLS ONLINE: TAMRIEL UNLIMITED,PS4,TBD,True,False
THE EVIL WITHIN,PS4,TBD,True,False
THE EVIL WITHIN 2,PS4,TBD,True,False
THE FINAL STATION,PS4,TBD,True,False
THE GUIDED FATE PARADOX,PS3,TBD,True,False
THE HOUSE OF THE DEAD 3  ,PS3,TBD,True,False
THE HOUSE OF THE DEAD: OVERKILL EXTENDED CUT    ,PS3,TBD,True,False
THE KEEPER OF 4 ELEMENTS,PS4,TBD,True,False
THE KING OF FIGHTERS XIII ,PS3,TBD,True,False
THE LAST GUY,PS3,TBD,True,False
THE LAST OF US,PS3,TBD,True,False
THE LAST OF US: LEFT BEHIND,PS3,TBD,True,False
THE LAST TINKER: CITY OF COLORS,PS4,TBD,True,False
THE LEGO MOVIE VIDEOGAME,PS3,TBD,True,False
THE METRONOMICON: SLAY THE DANCE FLOOR,PS4,TBD,True,False
THE RAVEN REMASTERED,PS4,TBD,True,False
THE RAVEN: LEGACY OF A MASTER THIEF,PS3,TBD,True,False
THE SECRET OF MONKEY ISLAND: SPECIAL EDITION,PS3,TBD,True,False
THE SLY TRILOGY,PS3,TBD,True,False
THE SPECTRUM RETREAT,PS4,TBD,True,False
THE SURGE,PS4,TBD,True,False
THE SWAPPER,PS4,TBD,True,False
THE SWINDLE,PS4,TBD,True,False
THE TOWN OF LIGHT,PS4,TBD,True,False
THE TREAUSRES OF MONTEZUMA 4,PS4,TBD,True,False
THE VANISHING OF ETHAN CARTER,PS4,TBD,True,False
THE WITCH AND THE HUNDRED KNIGHT,PS3,TBD,True,False
THE WOLF AMONG US,PS3,TBD,True,False
THIS WAR OF MINE: THE LITTLE ONES,PS4,TBD,True,False
THOMAS WAS ALONE,PS4,TBD,True,False
TINY TROOPERS JOINT OPS,PS4,TBD,True,False
TITAN QUEST,PS4,TBD,True,False
TOKI TORI 2+TOKYO XANADU EX+,PS4,TBD,True,False
TOKYO JUNGLE,PS3,TBD,True,False
TOM CLANCY'S RAINBOW SIX SIEGE,PS4,TBD,True,False
TORMENT: TIDES OF NUMENER,PS4,TBD,True,False
TOUHOU: SCARLET CURIOSITY,PS4,TBD,True,False
TOUKIDEN 2,PS4,TBD,True,False
TOUKIDEN: KIWAMI,PS4,TBD,True,False
TOUR DE FRANCE 2017,PS4,TBD,True,False
TOY HOME,PS3,TBD,True,False
TOYBOX TURBOS,PS3,TBD,True,False
TRASH PANIC,PS3,TBD,True,False
TRICKY TOWERS,PS4,TBD,True,False
TRINE,PS3,TBD,True,False
TRINITY: SOULS OF ZILL O'LL,PS3,TBD,True,False
TRON : EVOLUTION,PS3,TBD,True,False
TRON RUN/R,PS4,TBD,True,False
TROPICO 5,PS4,TBD,True,False
TRUCK RACER,PS3,TBD,True,False
TWISTED METAL,PS3,TBD,True,False
TWO WORLDS II,PS3,TBD,True,False
ULTRA STREET FIGHTER IV,PS4,TBD,True,False
ULTRATRON ,PS4,TBD,True,False
UNCHARTED 2: AMONG THIEVES ,PS3,TBD,True,False
UNCHARTED 3: DRAKE'S DECEPTION GAME OF THE YEAR EDITION,PS3,TBD,True,False
UNCHARTED: DRAKE'S FORTUNE,PS3,TBD,True,False
UNFINISHED SWAN,PS4,TBD,True,False
UNTIL DAWN,PS4,TBD,True,False
URBAN TRIAL FREESTYLE ,PS3,TBD,True,False
VALENTINO ROSSI THE GAME ,PS4,TBD,True,False
VAMPYR,PS4,TBD,True,False
VEGAS PARTY,PS4,TBD,True,False
VELOCIBOX,PS4,TBD,True,False
VELOCITY 2X,PS4,TBD,True,False
VELOCITY ULTRA,PS3,TBD,True,False
VESSEL,PS3,TBD,True,False
VICTOR VRAN OVERKILL EDITION,PS4,TBD,True,False
VIKINGS - WOLVES OF MIDGARD,PS4,TBD,True,False
VIRTUA FIGHTER 2,PS3,TBD,True,False
VIRTUA FIGHTER 5 FINAL SHOWDOWN,PS3,TBD,True,False
WAKEBOARDING HD,PS3,TBD,True,False
WARHAMMER: END TIMES - VERMINTIDE,PS4,TBD,True,False
WARRIORS ALL-STARS,PS4,TBD,True,False
WARRIORS OROCHI 3,PS3,TBD,True,False
WARRIORS: LEGENDS OF TROY,PS3,TBD,True,False
WASTELAND 2: DIRECTOR'S CUT,PS4,TBD,True,False
WET ,PS3,TBD,True,False
WHEN VIKINGS ATTACK! ,PS3,TBD,True,False
WHISPERING WILLOWS,PS4,TBD,True,False
WHITE KNIGHT CHRONICLES 2,PS3,TBD,True,False
WHITE KNIGHT CHRONICLES ,PS3,TBD,True,False
WILD ARMS 3 (PS2 Classics),PS2/PS4,TBD,True,False
WILD GUNS RELOADED ,PS4,TBD,True,False
WOLFENSTEIN 2: THE NEW COLOSSUS,PS4,TBD,True,False
WOLFENSTEIN: THE NEW ORDER,PS3,TBD,True,False
WOLFENSTEIN: THE NEW ORDER,PS4,TBD,True,False
WOLFENSTEIN: THE OLD BLOOD,PS4,TBD,True,False
WORLD TO THE WEST,PS4,TBD,True,False
WRC 5 FIA WORLD RALLY CHAMPIONSHIP ,PS4,TBD,True,False
WUPPO,PS4,TBD,True,False
WWE 2K18,PS4,TBD,True,False
X BLADES,PS3,TBD,True,False
XCOM 2,PS4,TBD,True,False
XCOM: ENEMY WITHIN,PS3,TBD,True,False
YAIBA: NINJA GAIDEN Z,PS3,TBD,True,False
YAKUZA 4,PS3,TBD,True,False
YAKUZA 5,PS3,TBD,True,False
YAMAYAMA,PS4,TBD,True,False
YESTERDAY ORIGINS,PS4,TBD,True,False
ZACK ZERO,PS3,TBD,True,False
ZEN PINBALL 2,PS3,TBD,True,False
ZENO CLASH 2 ,PS3,TBD,True,False
ZIGGURAT,PS4,TBD,True,False
ZOMBIE TYCOON 2 - BRAINHOV'S REVENGE,PS3,TBD,True,False
ZOMBIE VIKINGS,PS4,TBD,True,False
